ID,Date,Customer,Gender,City,Distributors,Branch,Manager,Product,Category,Price,Cost,Qty,Total_Sales,cogs,Profit
88065566198,2019-06-26,Wiley U Maske,Male,Betavia,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,5,2,7800,39000,15600,23400
88065566199,2019-06-27,Taneka Q Church,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,18,15,450,8100,6750,1350
88065566200,2019-06-28,Stanley F Casillas,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,10,7,2000,20000,14000,6000
88065566201,2019-06-29,Kraig P Brownfield,Male,Fulton,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,123,2460,2091,369
88065566202,2019-06-30,Clint Q Orear,Male,Geneva,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,70,67,12903,903210,864501,38709
88065566203,2019-07-01,Dawna T Woodbury,Female,Elmira,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,15,12,100000,1500000,1200000,300000
88065566204,2019-07-02,Andria Z Reza,Female,Betavia,Twanna Y Manges,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,12,9,12000,144000,108000,36000
88065566205,2019-07-03,Bertha E Harbison,Female,Beacon,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,60,1080,900,180
88065566206,2019-07-04,Bert S Kinkade,Male,Elmira,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,23,20,89,2047,1780,267
88065566207,2019-07-05,Margrett M Confer,Female,Glen Cove,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,9,6,77,693,462,231
88065566208,2019-07-06,Tuan L Rhymes,Male,New York,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,68,1224,1020,204
88065566209,2019-07-07,Meda I Hayner,Female,Hempstead,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,52,49,15,780,735,45
88065566210,2019-07-08,Adalberto W Creek,Male,Brookhaven,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,47,423,282,141
88065566211,2019-07-09,Renaldo K Cheatham,Male,Glen Cove,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,5,2,6,30,12,18
88065566212,2019-07-10,Grisel R Whitty,Female,Glens Falls,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,14,11,10,140,110,30
88065566213,2019-07-11,Clemente S Wiechmann,Male,Hornell ,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Alcoholic,6,3,11,66,33,33
88065566214,2019-07-12,Wm S Goldschmidt,Male,Hudson,Twanna Y Manges,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,10,7,60,600,420,180
88065566215,2019-07-13,Lamar A Partida,Male,Johnstown,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,13,10,89,1157,890,267
88065566216,2019-07-14,Rex K Dion,Male,Kingston,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,20,17,77,1540,1309,231
88065566217,2019-07-15,Louann X Sakamoto,Female,Little Falls,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,15,12,68,1020,816,204
88065566218,2019-07-16,Murray D Pennock,Male,Lockport,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,15,300,255,45
88065566219,2019-07-17,Rosella E Marron,Female,Long Beach,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,12,9,100,1200,900,300
88065566220,2019-07-18,Nelida E Cheeks,Female,Middletown,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,16,13,3000,48000,39000,9000
88065566221,2019-07-19,Roselia F Britton,Female,Mount,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,70,67,5000,350000,335000,15000
88065566222,2019-07-20,Gilberto U Greaves,Male,New York,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,300,4500,3600,900
88065566223,2019-07-21,Keven A Jewell,Male,New York,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,16,13,2000,32000,26000,6000
88065566224,2019-07-22,Kate O Paull,Female,Hempstead,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,20,17,600,12000,10200,1800
88065566225,2019-07-23,Marni O Otter,Female,Brookhaven,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,1230,14760,11070,3690
88065566226,2019-07-24,Augusta G Kircher,Female,Islip,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,12,9,900,10800,8100,2700
88065566227,2019-07-25,Lincoln D Cauley,Male,Babylon,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,18,15,2390,43020,35850,7170
88065566228,2019-07-26,Ramona W Rand,Female,Albany,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,10,7,10000,100000,70000,30000
88065566229,2019-07-27,Davis Z Gaylor,Male,Auburn,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,15,12,2300,34500,27600,6900
88065566230,2019-07-28,Margit E Gallion,Female,Betavia,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,7800,117000,93600,23400
88065566231,2019-07-29,Sharyl Y Torian,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,450,10350,9000,1350
88065566232,2019-07-30,Buddy W Lofgren,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,9,6,2000,18000,12000,6000
88065566233,2019-07-31,Malcolm Y Bonaparte,Male,Fulton,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,18,15,123,2214,1845,369
88065566234,2019-08-01,Marissa S Hughes,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,14,11,12903,180642,141933,38709
88065566235,2019-08-02,Paz J Hegwood,Female,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,30,27,100000,3000000,2700000,300000
88065566236,2019-08-03,Jacinda X Michalec,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,16,13,12000,192000,156000,36000
88065566237,2019-08-04,August F Dones,Male,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,52,49,60,3120,2940,180
88065566238,2019-08-05,Sherlene E Mcdaniel,Female,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,14,11,89,1246,979,267
88065566239,2019-08-06,Linette Q Menard,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,6,3,77,462,231,231
88065566240,2019-08-07,Emmanuel G Chamorro,Male,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,13,10,68,884,680,204
88065566241,2019-08-08,Jeramy T Londono,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,15,225,180,45
88065566242,2019-08-09,Freddie C Headen,Male,Fulton,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,20,17,47,940,799,141
88065566243,2019-08-10,Stefanie P Rose,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,12,9,6,72,54,18
88065566244,2019-08-11,Paola R Timberlake,Female,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,16,13,10,160,130,30
88065566245,2019-08-12,Bridget D Spadaro,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,11,220,187,33
88065566246,2019-08-13,Mauricio I Streets,Male,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,12,9,60,720,540,180
88065566247,2019-08-14,Les V Bejarano,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,10,7,89,890,623,267
88065566248,2019-08-15,Vinita E Chamber,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,77,1155,924,231
88065566249,2019-08-16,Neil Z Stoughton,Male,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,15,12,68,1020,816,204
88065566250,2019-08-17,Kassie Q Binder,Female,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,20,17,15,300,255,45
88065566251,2019-08-18,Carlton P Mahurin,Male,Fulton,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,12,9,100,1200,900,300
88065566252,2019-08-19,Mei H Silvera,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,13,10,3000,39000,30000,9000
88065566253,2019-08-20,Cindie T Madden,Female,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,5000,75000,60000,15000
88065566254,2019-08-21,Van E Broadbent,Male,Fulton,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,14,11,300,4200,3300,900
88065566255,2019-08-22,Joanna M Sandefur,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,30,27,2000,60000,54000,6000
88065566256,2019-08-23,Estella E Miley,Female,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,16,13,600,9600,7800,1800
88065566257,2019-08-24,Liana T Quesenberry,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,9,6,1230,11070,7380,3690
88065566258,2019-08-25,Guy S Troy,Male,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,5,2,900,4500,1800,2700
88065566259,2019-08-26,Isiah S Coppock,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,18,15,2390,43020,35850,7170
88065566260,2019-08-27,Loren H Mckenzie,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,10,7,10000,100000,70000,30000
88065566261,2019-08-28,Gwyn I Parish,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,2300,46000,39100,6900
88065566262,2019-08-29,Norris P Ewen,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,70,67,7800,546000,522600,23400
88065566263,2019-08-30,Tayna L Covarrubias,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,450,6750,5400,1350
88065566264,2019-08-31,Asley F Mcewan,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,12,9,2000,24000,18000,6000
88065566265,2019-09-01,Jeremiah N Curran,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,123,2214,1845,369
88065566266,2019-09-02,Troy J Higbee,Male,Fulton,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,23,20,12903,296769,258060,38709
88065566267,2019-09-03,Lesha K Cai,Female,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,100000,900000,600000,300000
88065566268,2019-09-04,Denis T Yelle,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,12000,216000,180000,36000
88065566269,2019-09-05,Krissy S Valazquez,Female,Fulton,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,52,49,60,3120,2940,180
88065566270,2019-09-06,Hayden J Jang,Male,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,89,801,534,267
88065566271,2019-09-07,Franklyn V Hummell,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,5,2,77,385,154,231
88065566272,2019-09-08,Patrick H Gilleland,Female,Beacon,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,14,11,68,952,748,204
88065566273,2019-09-09,Lidia S Gerling,Female,Elmira,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,6,3,15,90,45,45
88065566274,2019-09-10,Carlotta T Ryles,Female,Glen Cove,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,10,7,47,470,329,141
88065566275,2019-09-11,Digna Q Eck,Female,New York,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,13,10,6,78,60,18
88065566276,2019-09-12,Galina G Woodbury,Female,Hempstead,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,20,17,10,200,170,30
88065566277,2019-09-13,Carmon A Howlett,Female,Brookhaven,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,15,12,11,165,132,33
88065566278,2019-09-14,Josiah R Gutierres,Male,Glen Cove,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,60,1200,1020,180
88065566279,2019-09-15,Leonel S Yuan,Male,Glens Falls,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,12,9,89,1068,801,267
88065566280,2019-09-16,Sharri Z Gormley,Female,Hornell ,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,16,13,77,1232,1001,231
88065566281,2019-09-17,Mignon H Ballesteros,Female,Hudson,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,70,67,68,4760,4556,204
88065566282,2019-09-18,Carmelia R Lattimer,Female,Johnstown,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,15,225,180,45
88065566283,2019-09-19,Francis O Encarnacion,Male,Kingston,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,16,13,100,1600,1300,300
88065566284,2019-09-20,Denis Y Fehr,Male,Little Falls,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,20,17,3000,60000,51000,9000
88065566285,2019-09-21,Lisa C Sheridan,Female,Lockport,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,5000,60000,45000,15000
88065566286,2019-09-22,Ezequiel N Shell,Male,Long Beach,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,12,9,300,3600,2700,900
88065566287,2019-09-23,Timmy I Poteat,Male,Middletown,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,18,15,2000,36000,30000,6000
88065566288,2019-09-24,Nigel V Dupras,Male,Mount,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,10,7,600,6000,4200,1800
88065566289,2019-09-25,Meryl B Jude,Female,New York,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,15,12,1230,18450,14760,3690
88065566290,2019-09-26,Herb B Irving,Male,Salamanca,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,900,13500,10800,2700
88065566291,2019-09-27,Samantha V Lucky,Female,Springs,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,2390,54970,47800,7170
88065566292,2019-09-28,Frankie I Speed,Male,Sherrill,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,9,6,10000,90000,60000,30000
88065566293,2019-09-29,Wilhelmina Y Keaney,Female,Syracuse,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,18,15,2300,41400,34500,6900
88065566294,2019-09-30,Karlene L Mckean,Female,Troy,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,14,11,7800,109200,85800,23400
88065566295,2019-10-01,Emmitt X Plante,Male,Olean,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,30,27,450,13500,12150,1350
88065566296,2019-10-02,Chaya W Caudle,Female,Peekskill,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,16,13,2000,32000,26000,6000
88065566297,2019-10-03,Reanna I Hampton,Female,Port Jervis,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,52,49,123,6396,6027,369
88065566298,2019-10-04,Micaela N Buker,Female,New York,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,14,11,12903,180642,141933,38709
88065566299,2019-10-05,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,6,3,100000,600000,300000,300000
88065566300,2019-10-06,Ulysses S Abate,Male,Lockport,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,13,10,12000,156000,120000,36000
88065566301,2019-10-07,Love G Lent,Female,Long Beach,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,60,900,720,180
88065566302,2019-10-08,Stan S Watt,Male,Middletown,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,20,17,89,1780,1513,267
88065566303,2019-10-09,Kindra V Cruickshank,Female,Watervliet,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,12,9,77,924,693,231
88065566304,2019-10-10,Micheal F Mcleroy,Male,Yakers,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,16,13,68,1088,884,204
88065566305,2019-10-11,Meryl B Jude,Female,New York,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,15,300,255,45
88065566306,2019-10-12,Herb B Irving,Male,Salamanca,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,12,9,47,564,423,141
88065566307,2019-10-13,Samantha V Lucky,Female,Springs,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,10,7,6,60,42,18
88065566308,2019-10-14,Frankie I Speed,Male,Sherrill,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,10,150,120,30
88065566309,2019-10-15,Wilhelmina Y Keaney,Female,Syracuse,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,15,12,11,165,132,33
88065566310,2019-10-16,Karlene L Mckean,Female,Troy,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,20,17,60,1200,1020,180
88065566311,2019-10-17,Emmitt X Plante,Male,Olean,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,89,1068,801,267
88065566312,2019-10-18,Chaya W Caudle,Female,Peekskill,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,13,10,77,1001,770,231
88065566313,2019-10-19,Reanna I Hampton,Female,Port Jervis,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,68,1020,816,204
88065566314,2019-10-20,Micaela N Buker,Female,New York,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,14,11,15,210,165,45
88065566315,2019-10-21,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,30,27,100,3000,2700,300
88065566316,2019-10-22,Ulysses S Abate,Male,Lockport,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,16,13,3000,48000,39000,9000
88065566317,2019-10-23,Love G Lent,Female,Long Beach,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,5000,45000,30000,15000
88065566318,2019-10-24,Stan S Watt,Male,Middletown,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,5,2,300,1500,600,900
88065566319,2019-10-25,Kindra V Cruickshank,Female,Watervliet,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,18,15,2000,36000,30000,6000
88065566320,2019-10-26,Gwyn E Etzel,Female,Yakers,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,10,7,600,6000,4200,1800
88065566321,2019-10-27,Ressie I Goodwyn,Female,Albany,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,52,49,1230,63960,60270,3690
88065566322,2019-10-28,Colton B Salzman,Male,Auburn,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,9,6,900,8100,5400,2700
88065566323,2019-10-29,Marylynn G Ealey,Female,Betavia,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Alcoholic,5,2,2390,11950,4780,7170
88065566324,2019-10-30,Reanna I Hampton,Female,Port Jervis,Reatha Q Breazeale,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,14,11,10000,140000,110000,30000
88065566325,2019-10-31,Micaela N Buker,Female,New York,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,2300,13800,6900,6900
88065566326,2019-11-01,Carmelia E Bergeron,Female,Little Falls,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,10,7,7800,78000,54600,23400
88065566327,2019-11-02,Neil V Gebhard,Male,Geneva,Twanna Y Manges,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,13,10,450,5850,4500,1350
88065566328,2019-11-03,Kermit L Mcphail,Male,Elmira,Reatha Q Breazeale,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,2000,40000,34000,6000
88065566329,2019-11-04,Julio P Dockery,Female,Glen Cove,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,15,12,123,1845,1476,369
88065566330,2019-11-05,Tressa Q Standard,Female,Glens Falls,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,12903,258060,219351,38709
88065566331,2019-11-06,Dwayne W Marker,Male,Hornell ,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,100000,1200000,900000,300000
88065566332,2019-11-07,Ayako L Bachmann,Female,Hudson,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,12000,192000,156000,36000
88065566333,2019-11-08,Salena I Santillan,Female,Johnstown,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,70,67,60,4200,4020,180
88065566334,2019-11-09,Nelson O Dubuc,Male,Kingston,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,15,12,89,1335,1068,267
88065566335,2019-11-10,Lincoln D Demaria,Male,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,77,1232,1001,231
88065566336,2019-11-11,Eleonora S Pollard,Female,Lockport,Reatha Q Breazeale,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,68,1360,1156,204
88065566337,2019-11-12,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,15,180,135,45
88065566338,2019-11-13,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,47,564,423,141
88065566339,2019-11-14,Carmelia E Bergeron,Female,Little Falls,Twanna Y Manges,Fenard Store,Ben Frech,Boost,Alcoholic,18,15,6,108,90,18
88065566340,2019-11-15,Sherise C Bledsoe,Female,New York,Reatha Q Breazeale,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,10,7,10,100,70,30
88065566341,2019-11-16,Chase J Paradise,Male,Newburgh,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,11,165,132,33
88065566342,2019-11-17,Ernestine E Fludd,Female,Olean,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,15,12,60,900,720,180
88065566343,2019-11-18,Fernando S Korhonen,Male,Peekskill,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,23,20,89,2047,1780,267
88065566344,2019-11-19,Shanti F Quirion,Female,Port Jervis,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,9,6,77,693,462,231
88065566345,2019-11-20,Dovie U Nickerson,Female,Poughkeepsie,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,68,1224,1020,204
88065566346,2019-11-21,Lacy Q Deshotel,Male,Rye ,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,15,210,165,45
88065566347,2019-11-22,Leslie I Stolte,Male,Rome,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,30,27,100,3000,2700,300
88065566348,2019-11-23,Valene R Yost,Female,Rochester,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,3000,48000,39000,9000
88065566349,2019-11-24,Earlean Y Funke,Female,Salamanca,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,52,49,5000,260000,245000,15000
88065566350,2019-11-25,Eloise Z Demoss,Female,Springs,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,14,11,300,4200,3300,900
88065566351,2019-11-26,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,6,3,2000,12000,6000,6000
88065566352,2019-11-27,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,13,10,600,7800,6000,1800
88065566353,2019-11-28,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,15,12,1230,18450,14760,3690
88065566354,2019-11-29,Keven F Bingham,Male,Watertown,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,20,17,900,18000,15300,2700
88065566355,2019-11-30,Magaly U Mcneel,Female,Watervliet,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,2390,28680,21510,7170
88065566356,2019-12-01,Mika J Rodriquez,Female,Yakers,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,16,13,10000,160000,130000,30000
88065566357,2019-12-02,Freddy A Rolling,Male,New York,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,2300,46000,39100,6900
88065566358,2019-12-03,Morgan O Carriere,Female,Hempstead,Merle N Burrus,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,7800,93600,70200,23400
88065566359,2019-12-04,Reanna I Hampton,Female,Port Jervis,Antone E Angel,Fenard Store,Ben Frech,Boost,Alcoholic,10,7,450,4500,3150,1350
88065566360,2019-12-05,Micaela N Buker,Female,New York,Merle N Burrus,Fenard Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,2000,30000,24000,6000
88065566361,2019-12-06,Carmelia E Bergeron,Female,Little Falls,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065566362,2019-12-07,Junita Y Huhn,Female,Albany,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,20,17,12903,258060,219351,38709
88065566363,2019-12-08,Keira Y Till,Female,Auburn,Antone E Angel,Fenard Store,Ben Frech,Cel Ray,Alcoholic,12,9,100000,1200000,900000,300000
88065566364,2019-12-09,Mickey E Hentges,Male,Betavia,Merle N Burrus,Fenard Store,Ben Frech,Cazadores Tequila,Alcoholic,13,10,12000,156000,120000,36000
88065566365,2019-12-10,Phil G Czarnecki,Male,Beacon,Antone E Angel,Fenard Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,60,900,720,180
88065566366,2019-08-04,Glenn N Vinyard,Male,Elmira,Merle N Burrus,Fenard Store,Ben Frech,Boost,Non Alcoholic,14,11,89,1246,979,267
